date,YearWeek,iso_date,keyword,search_demand,Brand
03/01/2010,201053,03/01/2011,/m/0k8z,29,Apple
14/11/2010,201045,08/11/2010,/m/0k8z,34,Apple
21/11/2010,201046,15/11/2010,/m/0k8z,39,Apple
28/11/2010,201047,22/11/2010,/m/0k8z,34,Apple
05/12/2010,201048,29/11/2010,/m/0k8z,33,Apple
12/12/2010,201049,06/12/2010,/m/0k8z,34,Apple
19/12/2010,201050,13/12/2010,/m/0k8z,37,Apple
26/12/2010,201051,20/12/2010,/m/0k8z,39,Apple
02/01/2011,201152,26/12/2011,/m/0k8z,37,Apple
09/01/2011,201101,03/01/2011,/m/0k8z,32,Apple
16/01/2011,201102,10/01/2011,/m/0k8z,32,Apple
23/01/2011,201103,17/01/2011,/m/0k8z,29,Apple
30/01/2011,201104,24/01/2011,/m/0k8z,28,Apple
06/02/2011,201105,31/01/2011,/m/0k8z,29,Apple
13/02/2011,201106,07/02/2011,/m/0k8z,28,Apple
20/02/2011,201107,14/02/2011,/m/0k8z,31,Apple
27/02/2011,201108,21/02/2011,/m/0k8z,42,Apple
06/03/2011,201109,28/02/2011,/m/0k8z,36,Apple
13/03/2011,201110,07/03/2011,/m/0k8z,33,Apple
20/03/2011,201111,14/03/2011,/m/0k8z,35,Apple
27/03/2011,201112,21/03/2011,/m/0k8z,32,Apple
03/04/2011,201113,28/03/2011,/m/0k8z,30,Apple
10/04/2011,201114,04/04/2011,/m/0k8z,30,Apple
17/04/2011,201115,11/04/2011,/m/0k8z,31,Apple
24/04/2011,201116,18/04/2011,/m/0k8z,32,Apple
01/05/2011,201117,25/04/2011,/m/0k8z,32,Apple
08/05/2011,201118,02/05/2011,/m/0k8z,31,Apple
15/05/2011,201119,09/05/2011,/m/0k8z,31,Apple
22/05/2011,201120,16/05/2011,/m/0k8z,30,Apple
29/05/2011,201121,23/05/2011,/m/0k8z,30,Apple
05/06/2011,201122,30/05/2011,/m/0k8z,38,Apple
12/06/2011,201123,06/06/2011,/m/0k8z,32,Apple
19/06/2011,201124,13/06/2011,/m/0k8z,31,Apple
26/06/2011,201125,20/06/2011,/m/0k8z,30,Apple
03/07/2011,201126,27/06/2011,/m/0k8z,30,Apple
10/07/2011,201127,04/07/2011,/m/0k8z,31,Apple
17/07/2011,201128,11/07/2011,/m/0k8z,38,Apple
24/07/2011,201129,18/07/2011,/m/0k8z,35,Apple
31/07/2011,201130,25/07/2011,/m/0k8z,33,Apple
07/08/2011,201131,01/08/2011,/m/0k8z,33,Apple
14/08/2011,201132,08/08/2011,/m/0k8z,33,Apple
21/08/2011,201133,15/08/2011,/m/0k8z,36,Apple
28/08/2011,201134,22/08/2011,/m/0k8z,34,Apple
04/09/2011,201135,29/08/2011,/m/0k8z,33,Apple
11/09/2011,201136,05/09/2011,/m/0k8z,32,Apple
18/09/2011,201137,12/09/2011,/m/0k8z,32,Apple
25/09/2011,201138,19/09/2011,/m/0k8z,33,Apple
02/10/2011,201139,26/09/2011,/m/0k8z,97,Apple
09/10/2011,201140,03/10/2011,/m/0k8z,59,Apple
16/10/2011,201141,10/10/2011,/m/0k8z,48,Apple
23/10/2011,201142,17/10/2011,/m/0k8z,42,Apple
30/10/2011,201143,24/10/2011,/m/0k8z,40,Apple
06/11/2011,201144,31/10/2011,/m/0k8z,39,Apple
13/11/2011,201145,07/11/2011,/m/0k8z,39,Apple
20/11/2011,201146,14/11/2011,/m/0k8z,46,Apple
27/11/2011,201147,21/11/2011,/m/0k8z,39,Apple
04/12/2011,201148,28/11/2011,/m/0k8z,39,Apple
11/12/2011,201149,05/12/2011,/m/0k8z,41,Apple
18/12/2011,201150,12/12/2011,/m/0k8z,42,Apple
25/12/2011,201151,19/12/2011,/m/0k8z,50,Apple
01/01/2012,201252,24/12/2012,/m/0k8z,40,Apple
08/01/2012,201201,02/01/2012,/m/0k8z,37,Apple
15/01/2012,201202,09/01/2012,/m/0k8z,35,Apple
22/01/2012,201203,16/01/2012,/m/0k8z,34,Apple
29/01/2012,201204,23/01/2012,/m/0k8z,33,Apple
05/02/2012,201205,30/01/2012,/m/0k8z,32,Apple
12/02/2012,201206,06/02/2012,/m/0k8z,33,Apple
19/02/2012,201207,13/02/2012,/m/0k8z,32,Apple
26/02/2012,201208,20/02/2012,/m/0k8z,33,Apple
04/03/2012,201209,27/02/2012,/m/0k8z,54,Apple
11/03/2012,201210,05/03/2012,/m/0k8z,41,Apple
18/03/2012,201211,12/03/2012,/m/0k8z,38,Apple
25/03/2012,201212,19/03/2012,/m/0k8z,33,Apple
01/04/2012,201213,26/03/2012,/m/0k8z,33,Apple
08/04/2012,201214,02/04/2012,/m/0k8z,33,Apple
15/04/2012,201215,09/04/2012,/m/0k8z,32,Apple
22/04/2012,201216,16/04/2012,/m/0k8z,32,Apple
29/04/2012,201217,23/04/2012,/m/0k8z,31,Apple
06/05/2012,201218,30/04/2012,/m/0k8z,31,Apple
13/05/2012,201219,07/05/2012,/m/0k8z,31,Apple
20/05/2012,201220,14/05/2012,/m/0k8z,30,Apple
27/05/2012,201221,21/05/2012,/m/0k8z,28,Apple
03/06/2012,201222,28/05/2012,/m/0k8z,30,Apple
10/06/2012,201223,04/06/2012,/m/0k8z,43,Apple
17/06/2012,201224,11/06/2012,/m/0k8z,33,Apple
24/06/2012,201225,18/06/2012,/m/0k8z,32,Apple
01/07/2012,201226,25/06/2012,/m/0k8z,32,Apple
08/07/2012,201227,02/07/2012,/m/0k8z,32,Apple
15/07/2012,201228,09/07/2012,/m/0k8z,31,Apple
22/07/2012,201229,16/07/2012,/m/0k8z,34,Apple
29/07/2012,201230,23/07/2012,/m/0k8z,34,Apple
05/08/2012,201231,30/07/2012,/m/0k8z,33,Apple
12/08/2012,201232,06/08/2012,/m/0k8z,33,Apple
19/08/2012,201233,13/08/2012,/m/0k8z,36,Apple
26/08/2012,201234,20/08/2012,/m/0k8z,41,Apple
02/09/2012,201235,27/08/2012,/m/0k8z,39,Apple
09/09/2012,201236,03/09/2012,/m/0k8z,86,Apple
16/09/2012,201237,10/09/2012,/m/0k8z,59,Apple
23/09/2012,201238,17/09/2012,/m/0k8z,54,Apple
30/09/2012,201239,24/09/2012,/m/0k8z,45,Apple
07/10/2012,201240,01/10/2012,/m/0k8z,41,Apple
14/10/2012,201241,08/10/2012,/m/0k8z,39,Apple
21/10/2012,201242,15/10/2012,/m/0k8z,55,Apple
28/10/2012,201243,22/10/2012,/m/0k8z,44,Apple
04/11/2012,201244,29/10/2012,/m/0k8z,41,Apple
11/11/2012,201245,05/11/2012,/m/0k8z,41,Apple
18/11/2012,201246,12/11/2012,/m/0k8z,48,Apple
25/11/2012,201247,19/11/2012,/m/0k8z,43,Apple
02/12/2012,201248,26/11/2012,/m/0k8z,42,Apple
09/12/2012,201249,03/12/2012,/m/0k8z,41,Apple
16/12/2012,201250,10/12/2012,/m/0k8z,43,Apple
23/12/2012,201251,17/12/2012,/m/0k8z,51,Apple
30/12/2012,201252,24/12/2012,/m/0k8z,42,Apple
06/01/2013,201301,31/12/2012,/m/0k8z,36,Apple
13/01/2013,201302,07/01/2013,/m/0k8z,34,Apple
20/01/2013,201303,14/01/2013,/m/0k8z,35,Apple
27/01/2013,201304,21/01/2013,/m/0k8z,35,Apple
03/02/2013,201305,28/01/2013,/m/0k8z,33,Apple
10/02/2013,201306,04/02/2013,/m/0k8z,33,Apple
17/02/2013,201307,11/02/2013,/m/0k8z,32,Apple
24/02/2013,201308,18/02/2013,/m/0k8z,31,Apple
03/03/2013,201309,25/02/2013,/m/0k8z,31,Apple
10/03/2013,201310,04/03/2013,/m/0k8z,30,Apple
17/03/2013,201311,11/03/2013,/m/0k8z,31,Apple
24/03/2013,201312,18/03/2013,/m/0k8z,30,Apple
31/03/2013,201313,25/03/2013,/m/0k8z,30,Apple
07/04/2013,201314,01/04/2013,/m/0k8z,29,Apple
14/04/2013,201315,08/04/2013,/m/0k8z,28,Apple
21/04/2013,201316,15/04/2013,/m/0k8z,29,Apple
28/04/2013,201317,22/04/2013,/m/0k8z,28,Apple
05/05/2013,201318,29/04/2013,/m/0k8z,28,Apple
12/05/2013,201319,06/05/2013,/m/0k8z,28,Apple
19/05/2013,201320,13/05/2013,/m/0k8z,28,Apple
26/05/2013,201321,20/05/2013,/m/0k8z,28,Apple
02/06/2013,201322,27/05/2013,/m/0k8z,28,Apple
09/06/2013,201323,03/06/2013,/m/0k8z,42,Apple
16/06/2013,201324,10/06/2013,/m/0k8z,30,Apple
23/06/2013,201325,17/06/2013,/m/0k8z,29,Apple
30/06/2013,201326,24/06/2013,/m/0k8z,29,Apple
07/07/2013,201327,01/07/2013,/m/0k8z,30,Apple
14/07/2013,201328,08/07/2013,/m/0k8z,29,Apple
21/07/2013,201329,15/07/2013,/m/0k8z,30,Apple
28/07/2013,201330,22/07/2013,/m/0k8z,30,Apple
04/08/2013,201331,29/07/2013,/m/0k8z,30,Apple
11/08/2013,201332,05/08/2013,/m/0k8z,32,Apple
18/08/2013,201333,12/08/2013,/m/0k8z,30,Apple
25/08/2013,201334,19/08/2013,/m/0k8z,31,Apple
01/09/2013,201335,26/08/2013,/m/0k8z,33,Apple
08/09/2013,201336,02/09/2013,/m/0k8z,71,Apple
15/09/2013,201337,09/09/2013,/m/0k8z,51,Apple
22/09/2013,201338,16/09/2013,/m/0k8z,43,Apple
29/09/2013,201339,23/09/2013,/m/0k8z,35,Apple
06/10/2013,201340,30/09/2013,/m/0k8z,34,Apple
13/10/2013,201341,07/10/2013,/m/0k8z,33,Apple
20/10/2013,201342,14/10/2013,/m/0k8z,48,Apple
27/10/2013,201343,21/10/2013,/m/0k8z,39,Apple
03/11/2013,201344,28/10/2013,/m/0k8z,36,Apple
10/11/2013,201345,04/11/2013,/m/0k8z,36,Apple
17/11/2013,201346,11/11/2013,/m/0k8z,37,Apple
24/11/2013,201347,18/11/2013,/m/0k8z,41,Apple
01/12/2013,201348,25/11/2013,/m/0k8z,36,Apple
08/12/2013,201349,02/12/2013,/m/0k8z,34,Apple
15/12/2013,201350,09/12/2013,/m/0k8z,36,Apple
22/12/2013,201351,16/12/2013,/m/0k8z,43,Apple
29/12/2013,201352,23/12/2013,/m/0k8z,36,Apple
05/01/2014,201401,30/12/2013,/m/0k8z,33,Apple
12/01/2014,201402,06/01/2014,/m/0k8z,30,Apple
19/01/2014,201403,13/01/2014,/m/0k8z,30,Apple
26/01/2014,201404,20/01/2014,/m/0k8z,31,Apple
02/02/2014,201405,27/01/2014,/m/0k8z,28,Apple
09/02/2014,201406,03/02/2014,/m/0k8z,28,Apple
16/02/2014,201407,10/02/2014,/m/0k8z,28,Apple
23/02/2014,201408,17/02/2014,/m/0k8z,29,Apple
02/03/2014,201409,24/02/2014,/m/0k8z,28,Apple
09/03/2014,201410,03/03/2014,/m/0k8z,28,Apple
16/03/2014,201411,10/03/2014,/m/0k8z,27,Apple
23/03/2014,201412,17/03/2014,/m/0k8z,26,Apple
30/03/2014,201413,24/03/2014,/m/0k8z,26,Apple
06/04/2014,201414,31/03/2014,/m/0k8z,25,Apple
13/04/2014,201415,07/04/2014,/m/0k8z,26,Apple
20/04/2014,201416,14/04/2014,/m/0k8z,28,Apple
27/04/2014,201417,21/04/2014,/m/0k8z,28,Apple
04/05/2014,201418,28/04/2014,/m/0k8z,27,Apple
11/05/2014,201419,05/05/2014,/m/0k8z,26,Apple
18/05/2014,201420,12/05/2014,/m/0k8z,25,Apple
25/05/2014,201421,19/05/2014,/m/0k8z,26,Apple
01/06/2014,201422,26/05/2014,/m/0k8z,33,Apple
08/06/2014,201423,02/06/2014,/m/0k8z,27,Apple
15/06/2014,201424,09/06/2014,/m/0k8z,26,Apple
22/06/2014,201425,16/06/2014,/m/0k8z,26,Apple
29/06/2014,201426,23/06/2014,/m/0k8z,26,Apple
06/07/2014,201427,30/06/2014,/m/0k8z,27,Apple
13/07/2014,201428,07/07/2014,/m/0k8z,27,Apple
20/07/2014,201429,14/07/2014,/m/0k8z,28,Apple
27/07/2014,201430,21/07/2014,/m/0k8z,28,Apple
03/08/2014,201431,28/07/2014,/m/0k8z,28,Apple
10/08/2014,201432,04/08/2014,/m/0k8z,28,Apple
17/08/2014,201433,11/08/2014,/m/0k8z,29,Apple
24/08/2014,201434,18/08/2014,/m/0k8z,30,Apple
31/08/2014,201435,25/08/2014,/m/0k8z,33,Apple
07/09/2014,201436,01/09/2014,/m/0k8z,100,Apple
14/09/2014,201437,08/09/2014,/m/0k8z,53,Apple
21/09/2014,201438,15/09/2014,/m/0k8z,47,Apple
28/09/2014,201439,22/09/2014,/m/0k8z,39,Apple
05/10/2014,201440,29/09/2014,/m/0k8z,36,Apple
12/10/2014,201441,06/10/2014,/m/0k8z,42,Apple
19/10/2014,201442,13/10/2014,/m/0k8z,40,Apple
26/10/2014,201443,20/10/2014,/m/0k8z,36,Apple
02/11/2014,201444,27/10/2014,/m/0k8z,35,Apple
09/11/2014,201445,03/11/2014,/m/0k8z,34,Apple
16/11/2014,201446,10/11/2014,/m/0k8z,34,Apple
23/11/2014,201447,17/11/2014,/m/0k8z,39,Apple
30/11/2014,201448,24/11/2014,/m/0k8z,34,Apple
07/12/2014,201449,01/12/2014,/m/0k8z,34,Apple
14/12/2014,201450,08/12/2014,/m/0k8z,34,Apple
21/12/2014,201451,15/12/2014,/m/0k8z,39,Apple
28/12/2014,201452,22/12/2014,/m/0k8z,35,Apple
03/01/2010,201053,03/01/2011,/m/017rf_,27,Netflix
14/11/2010,201045,08/11/2010,/m/017rf_,34,Netflix
21/11/2010,201046,15/11/2010,/m/017rf_,40,Netflix
28/11/2010,201047,22/11/2010,/m/017rf_,38,Netflix
05/12/2010,201048,29/11/2010,/m/017rf_,37,Netflix
12/12/2010,201049,06/12/2010,/m/017rf_,39,Netflix
19/12/2010,201050,13/12/2010,/m/017rf_,45,Netflix
26/12/2010,201051,20/12/2010,/m/017rf_,55,Netflix
02/01/2011,201152,26/12/2011,/m/017rf_,48,Netflix
09/01/2011,201101,03/01/2011,/m/017rf_,44,Netflix
16/01/2011,201102,10/01/2011,/m/017rf_,45,Netflix
23/01/2011,201103,17/01/2011,/m/017rf_,44,Netflix
30/01/2011,201104,24/01/2011,/m/017rf_,46,Netflix
06/02/2011,201105,31/01/2011,/m/017rf_,40,Netflix
13/02/2011,201106,07/02/2011,/m/017rf_,40,Netflix
20/02/2011,201107,14/02/2011,/m/017rf_,43,Netflix
27/02/2011,201108,21/02/2011,/m/017rf_,42,Netflix
06/03/2011,201109,28/02/2011,/m/017rf_,42,Netflix
13/03/2011,201110,07/03/2011,/m/017rf_,40,Netflix
20/03/2011,201111,14/03/2011,/m/017rf_,49,Netflix
27/03/2011,201112,21/03/2011,/m/017rf_,44,Netflix
03/04/2011,201113,28/03/2011,/m/017rf_,43,Netflix
10/04/2011,201114,04/04/2011,/m/017rf_,43,Netflix
17/04/2011,201115,11/04/2011,/m/017rf_,46,Netflix
24/04/2011,201116,18/04/2011,/m/017rf_,43,Netflix
01/05/2011,201117,25/04/2011,/m/017rf_,41,Netflix
08/05/2011,201118,02/05/2011,/m/017rf_,43,Netflix
15/05/2011,201119,09/05/2011,/m/017rf_,45,Netflix
22/05/2011,201120,16/05/2011,/m/017rf_,44,Netflix
29/05/2011,201121,23/05/2011,/m/017rf_,48,Netflix
05/06/2011,201122,30/05/2011,/m/017rf_,46,Netflix
12/06/2011,201123,06/06/2011,/m/017rf_,49,Netflix
19/06/2011,201124,13/06/2011,/m/017rf_,53,Netflix
26/06/2011,201125,20/06/2011,/m/017rf_,48,Netflix
03/07/2011,201126,27/06/2011,/m/017rf_,51,Netflix
10/07/2011,201127,04/07/2011,/m/017rf_,59,Netflix
17/07/2011,201128,11/07/2011,/m/017rf_,55,Netflix
24/07/2011,201129,18/07/2011,/m/017rf_,51,Netflix
31/07/2011,201130,25/07/2011,/m/017rf_,48,Netflix
07/08/2011,201131,01/08/2011,/m/017rf_,49,Netflix
14/08/2011,201132,08/08/2011,/m/017rf_,49,Netflix
21/08/2011,201133,15/08/2011,/m/017rf_,47,Netflix
28/08/2011,201134,22/08/2011,/m/017rf_,46,Netflix
04/09/2011,201135,29/08/2011,/m/017rf_,50,Netflix
11/09/2011,201136,05/09/2011,/m/017rf_,49,Netflix
18/09/2011,201137,12/09/2011,/m/017rf_,52,Netflix
25/09/2011,201138,19/09/2011,/m/017rf_,48,Netflix
02/10/2011,201139,26/09/2011,/m/017rf_,43,Netflix
09/10/2011,201140,03/10/2011,/m/017rf_,48,Netflix
16/10/2011,201141,10/10/2011,/m/017rf_,43,Netflix
23/10/2011,201142,17/10/2011,/m/017rf_,46,Netflix
30/10/2011,201143,24/10/2011,/m/017rf_,43,Netflix
06/11/2011,201144,31/10/2011,/m/017rf_,41,Netflix
13/11/2011,201145,07/11/2011,/m/017rf_,42,Netflix
20/11/2011,201146,14/11/2011,/m/017rf_,45,Netflix
27/11/2011,201147,21/11/2011,/m/017rf_,46,Netflix
04/12/2011,201148,28/11/2011,/m/017rf_,45,Netflix
11/12/2011,201149,05/12/2011,/m/017rf_,46,Netflix
18/12/2011,201150,12/12/2011,/m/017rf_,50,Netflix
25/12/2011,201151,19/12/2011,/m/017rf_,63,Netflix
01/01/2012,201252,24/12/2012,/m/017rf_,56,Netflix
08/01/2012,201201,02/01/2012,/m/017rf_,55,Netflix
15/01/2012,201202,09/01/2012,/m/017rf_,55,Netflix
22/01/2012,201203,16/01/2012,/m/017rf_,54,Netflix
29/01/2012,201204,23/01/2012,/m/017rf_,51,Netflix
05/02/2012,201205,30/01/2012,/m/017rf_,51,Netflix
12/02/2012,201206,06/02/2012,/m/017rf_,51,Netflix
19/02/2012,201207,13/02/2012,/m/017rf_,54,Netflix
26/02/2012,201208,20/02/2012,/m/017rf_,53,Netflix
04/03/2012,201209,27/02/2012,/m/017rf_,51,Netflix
11/03/2012,201210,05/03/2012,/m/017rf_,50,Netflix
18/03/2012,201211,12/03/2012,/m/017rf_,49,Netflix
25/03/2012,201212,19/03/2012,/m/017rf_,49,Netflix
01/04/2012,201213,26/03/2012,/m/017rf_,50,Netflix
08/04/2012,201214,02/04/2012,/m/017rf_,47,Netflix
15/04/2012,201215,09/04/2012,/m/017rf_,45,Netflix
22/04/2012,201216,16/04/2012,/m/017rf_,45,Netflix
29/04/2012,201217,23/04/2012,/m/017rf_,47,Netflix
06/05/2012,201218,30/04/2012,/m/017rf_,45,Netflix
13/05/2012,201219,07/05/2012,/m/017rf_,46,Netflix
20/05/2012,201220,14/05/2012,/m/017rf_,45,Netflix
27/05/2012,201221,21/05/2012,/m/017rf_,48,Netflix
03/06/2012,201222,28/05/2012,/m/017rf_,49,Netflix
10/06/2012,201223,04/06/2012,/m/017rf_,49,Netflix
17/06/2012,201224,11/06/2012,/m/017rf_,50,Netflix
24/06/2012,201225,18/06/2012,/m/017rf_,56,Netflix
01/07/2012,201226,25/06/2012,/m/017rf_,53,Netflix
08/07/2012,201227,02/07/2012,/m/017rf_,52,Netflix
15/07/2012,201228,09/07/2012,/m/017rf_,53,Netflix
22/07/2012,201229,16/07/2012,/m/017rf_,51,Netflix
29/07/2012,201230,23/07/2012,/m/017rf_,50,Netflix
05/08/2012,201231,30/07/2012,/m/017rf_,50,Netflix
12/08/2012,201232,06/08/2012,/m/017rf_,52,Netflix
19/08/2012,201233,13/08/2012,/m/017rf_,52,Netflix
26/08/2012,201234,20/08/2012,/m/017rf_,51,Netflix
02/09/2012,201235,27/08/2012,/m/017rf_,51,Netflix
09/09/2012,201236,03/09/2012,/m/017rf_,48,Netflix
16/09/2012,201237,10/09/2012,/m/017rf_,49,Netflix
23/09/2012,201238,17/09/2012,/m/017rf_,49,Netflix
30/09/2012,201239,24/09/2012,/m/017rf_,51,Netflix
07/10/2012,201240,01/10/2012,/m/017rf_,53,Netflix
14/10/2012,201241,08/10/2012,/m/017rf_,58,Netflix
21/10/2012,201242,15/10/2012,/m/017rf_,57,Netflix
28/10/2012,201243,22/10/2012,/m/017rf_,58,Netflix
04/11/2012,201244,29/10/2012,/m/017rf_,54,Netflix
11/11/2012,201245,05/11/2012,/m/017rf_,56,Netflix
18/11/2012,201246,12/11/2012,/m/017rf_,58,Netflix
25/11/2012,201247,19/11/2012,/m/017rf_,56,Netflix
02/12/2012,201248,26/11/2012,/m/017rf_,55,Netflix
09/12/2012,201249,03/12/2012,/m/017rf_,57,Netflix
16/12/2012,201250,10/12/2012,/m/017rf_,59,Netflix
23/12/2012,201251,17/12/2012,/m/017rf_,91,Netflix
30/12/2012,201252,24/12/2012,/m/017rf_,78,Netflix
06/01/2013,201301,31/12/2012,/m/017rf_,65,Netflix
13/01/2013,201302,07/01/2013,/m/017rf_,61,Netflix
20/01/2013,201303,14/01/2013,/m/017rf_,63,Netflix
27/01/2013,201304,21/01/2013,/m/017rf_,61,Netflix
03/02/2013,201305,28/01/2013,/m/017rf_,61,Netflix
10/02/2013,201306,04/02/2013,/m/017rf_,59,Netflix
17/02/2013,201307,11/02/2013,/m/017rf_,61,Netflix
24/02/2013,201308,18/02/2013,/m/017rf_,58,Netflix
03/03/2013,201309,25/02/2013,/m/017rf_,56,Netflix
10/03/2013,201310,04/03/2013,/m/017rf_,57,Netflix
17/03/2013,201311,11/03/2013,/m/017rf_,57,Netflix
24/03/2013,201312,18/03/2013,/m/017rf_,62,Netflix
31/03/2013,201313,25/03/2013,/m/017rf_,59,Netflix
07/04/2013,201314,01/04/2013,/m/017rf_,56,Netflix
14/04/2013,201315,08/04/2013,/m/017rf_,55,Netflix
21/04/2013,201316,15/04/2013,/m/017rf_,55,Netflix
28/04/2013,201317,22/04/2013,/m/017rf_,56,Netflix
05/05/2013,201318,29/04/2013,/m/017rf_,53,Netflix
12/05/2013,201319,06/05/2013,/m/017rf_,52,Netflix
19/05/2013,201320,13/05/2013,/m/017rf_,57,Netflix
26/05/2013,201321,20/05/2013,/m/017rf_,65,Netflix
02/06/2013,201322,27/05/2013,/m/017rf_,64,Netflix
09/06/2013,201323,03/06/2013,/m/017rf_,59,Netflix
16/06/2013,201324,10/06/2013,/m/017rf_,57,Netflix
23/06/2013,201325,17/06/2013,/m/017rf_,59,Netflix
30/06/2013,201326,24/06/2013,/m/017rf_,61,Netflix
07/07/2013,201327,01/07/2013,/m/017rf_,62,Netflix
14/07/2013,201328,08/07/2013,/m/017rf_,62,Netflix
21/07/2013,201329,15/07/2013,/m/017rf_,64,Netflix
28/07/2013,201330,22/07/2013,/m/017rf_,65,Netflix
04/08/2013,201331,29/07/2013,/m/017rf_,68,Netflix
11/08/2013,201332,05/08/2013,/m/017rf_,67,Netflix
18/08/2013,201333,12/08/2013,/m/017rf_,63,Netflix
25/08/2013,201334,19/08/2013,/m/017rf_,61,Netflix
01/09/2013,201335,26/08/2013,/m/017rf_,63,Netflix
08/09/2013,201336,02/09/2013,/m/017rf_,62,Netflix
15/09/2013,201337,09/09/2013,/m/017rf_,61,Netflix
22/09/2013,201338,16/09/2013,/m/017rf_,61,Netflix
29/09/2013,201339,23/09/2013,/m/017rf_,65,Netflix
06/10/2013,201340,30/09/2013,/m/017rf_,63,Netflix
13/10/2013,201341,07/10/2013,/m/017rf_,64,Netflix
20/10/2013,201342,14/10/2013,/m/017rf_,64,Netflix
27/10/2013,201343,21/10/2013,/m/017rf_,61,Netflix
03/11/2013,201344,28/10/2013,/m/017rf_,60,Netflix
10/11/2013,201345,04/11/2013,/m/017rf_,64,Netflix
17/11/2013,201346,11/11/2013,/m/017rf_,63,Netflix
24/11/2013,201347,18/11/2013,/m/017rf_,68,Netflix
01/12/2013,201348,25/11/2013,/m/017rf_,64,Netflix
08/12/2013,201349,02/12/2013,/m/017rf_,66,Netflix
15/12/2013,201350,09/12/2013,/m/017rf_,72,Netflix
22/12/2013,201351,16/12/2013,/m/017rf_,92,Netflix
29/12/2013,201352,23/12/2013,/m/017rf_,99,Netflix
05/01/2014,201401,30/12/2013,/m/017rf_,80,Netflix
12/01/2014,201402,06/01/2014,/m/017rf_,76,Netflix
19/01/2014,201403,13/01/2014,/m/017rf_,76,Netflix
26/01/2014,201404,20/01/2014,/m/017rf_,73,Netflix
02/02/2014,201405,27/01/2014,/m/017rf_,68,Netflix
09/02/2014,201406,03/02/2014,/m/017rf_,68,Netflix
16/02/2014,201407,10/02/2014,/m/017rf_,71,Netflix
23/02/2014,201408,17/02/2014,/m/017rf_,68,Netflix
02/03/2014,201409,24/02/2014,/m/017rf_,67,Netflix
09/03/2014,201410,03/03/2014,/m/017rf_,62,Netflix
16/03/2014,201411,10/03/2014,/m/017rf_,61,Netflix
23/03/2014,201412,17/03/2014,/m/017rf_,60,Netflix
30/03/2014,201413,24/03/2014,/m/017rf_,61,Netflix
06/04/2014,201414,31/03/2014,/m/017rf_,58,Netflix
13/04/2014,201415,07/04/2014,/m/017rf_,63,Netflix
20/04/2014,201416,14/04/2014,/m/017rf_,62,Netflix
27/04/2014,201417,21/04/2014,/m/017rf_,63,Netflix
04/05/2014,201418,28/04/2014,/m/017rf_,56,Netflix
11/05/2014,201419,05/05/2014,/m/017rf_,55,Netflix
18/05/2014,201420,12/05/2014,/m/017rf_,55,Netflix
25/05/2014,201421,19/05/2014,/m/017rf_,57,Netflix
01/06/2014,201422,26/05/2014,/m/017rf_,59,Netflix
08/06/2014,201423,02/06/2014,/m/017rf_,62,Netflix
15/06/2014,201424,09/06/2014,/m/017rf_,62,Netflix
22/06/2014,201425,16/06/2014,/m/017rf_,63,Netflix
29/06/2014,201426,23/06/2014,/m/017rf_,63,Netflix
06/07/2014,201427,30/06/2014,/m/017rf_,65,Netflix
13/07/2014,201428,07/07/2014,/m/017rf_,66,Netflix
20/07/2014,201429,14/07/2014,/m/017rf_,68,Netflix
27/07/2014,201430,21/07/2014,/m/017rf_,68,Netflix
03/08/2014,201431,28/07/2014,/m/017rf_,65,Netflix
10/08/2014,201432,04/08/2014,/m/017rf_,67,Netflix
17/08/2014,201433,11/08/2014,/m/017rf_,65,Netflix
24/08/2014,201434,18/08/2014,/m/017rf_,64,Netflix
31/08/2014,201435,25/08/2014,/m/017rf_,64,Netflix
07/09/2014,201436,01/09/2014,/m/017rf_,63,Netflix
14/09/2014,201437,08/09/2014,/m/017rf_,73,Netflix
21/09/2014,201438,15/09/2014,/m/017rf_,66,Netflix
28/09/2014,201439,22/09/2014,/m/017rf_,67,Netflix
05/10/2014,201440,29/09/2014,/m/017rf_,67,Netflix
12/10/2014,201441,06/10/2014,/m/017rf_,67,Netflix
19/10/2014,201442,13/10/2014,/m/017rf_,65,Netflix
26/10/2014,201443,20/10/2014,/m/017rf_,64,Netflix
02/11/2014,201444,27/10/2014,/m/017rf_,66,Netflix
09/11/2014,201445,03/11/2014,/m/017rf_,64,Netflix
16/11/2014,201446,10/11/2014,/m/017rf_,64,Netflix
23/11/2014,201447,17/11/2014,/m/017rf_,67,Netflix
30/11/2014,201448,24/11/2014,/m/017rf_,67,Netflix
07/12/2014,201449,01/12/2014,/m/017rf_,69,Netflix
14/12/2014,201450,08/12/2014,/m/017rf_,73,Netflix
21/12/2014,201451,15/12/2014,/m/017rf_,88,Netflix
28/12/2014,201452,22/12/2014,/m/017rf_,100,Netflix
03/01/2010,201053,03/01/2011,/m/0mgkg,45,Amazon.com
14/11/2010,201045,08/11/2010,/m/0mgkg,53,Amazon.com
21/11/2010,201046,15/11/2010,/m/0mgkg,64,Amazon.com
28/11/2010,201047,22/11/2010,/m/0mgkg,68,Amazon.com
05/12/2010,201048,29/11/2010,/m/0mgkg,72,Amazon.com
12/12/2010,201049,06/12/2010,/m/0mgkg,71,Amazon.com
19/12/2010,201050,13/12/2010,/m/0mgkg,58,Amazon.com
26/12/2010,201051,20/12/2010,/m/0mgkg,58,Amazon.com
